00011	aMSa	aMSa-hara
00019	aMSu	aMSu-Dara
00095	akfzwa	akfzwa-pacya
00116	akza	akza-dyU
00121	akza	akza-pAwaka
00144	akzara	akzara-caRa
00147	akzara	akzara-jIvaka
00268	agni	agni-saKa
00307	agre	agre-ga
00327	aGora	aGora-paTin
00335	aMka	aMka-pAli
00359	aMga	aMga-aDipa
00370	aMga	aMga-marda
00372	aMga	aMga-rakzaRI
00374	aMga	aMga-rAj
00398	aMgAra	aMgAra-DAnikA
00415	aMguli(lI)	aMguli(lI)-toraRa
00416	aMguli(lI)	aMguli(lI)-tra
00417	aMguli(lI)	aMguli(lI)-parvan
00418	aMguli(lI)	aMguli(lI)-muKa
00419	aMguli(lI)	aMguli(lI)-mudrA
00420	aMguli(lI)	aMguli(lI)-mowana
00421	aMguli(lI)	aMguli(lI)-saMjYA
00422	aMguli(lI)	aMguli(lI)-saMdeSa
00423	aMguli(lI)	aMguli(lI)-sPowana
00423.1	aMguli(lI)	aMguli(lI)-BaMga
00448	acala	acala-pati
00457	acira	acira-aMSu
00483	aja	aja-pa
00568	awwa	awwa-hasita
00583	aRu	aRu-mAtra
00590	aRqa	aRqa-koSa
00648	ati	ati-Catra
00704	atiTi	atiTi-satkAra
00756	atra	atra-Bavat
00760	atri	atri-jAta
00762	atri	atri-netra˚ja
00795	aditi	aditi-ja
00842	adri	adri-tanayA
00845	adri	adri-pati
00864	aDama	aDama-fRa
00877	aDarma	aDarma-Atman
00901	aDi	aDi-akza
00929	aDi	aDi-puru(rU)za
00936	aDi	aDi-rAj
00958	aDi(DI)kAra	aDi(DI)kAra-AQya
01077	ananya	ananya-gati
01176	anAdi	anAdi-ananta
01217	anitya	anitya-datta
01252	anila	anila-ASin
01647	anta	anta-avaSAyin
01648	anta	anta-kara
01692	antar	antar-pAta
01698	antar	antar-pura˚aDyakza
01719	antar	antar-veSmi(Si)ka
01742	antara	antara-puruza
01749	antarA	antarA-vedi(dI)
01754	antari(rI)kza	antari(rI)kza-udara
01755	antari(rI)kza	antari(rI)kza-ga
01756	antari(rI)kza	antari(rI)kza-loka
01787	antya	antya-ja
01788	antya	antya-jAti
01806	anDa	anDa-tamasa
01813	anDaka	anDaka-arAti
01841	anna	anna-mayakoSa(za)
01852	anya	anya-ga
01859	anya	anya-devata
01864	anya	anya-puzwa
01866	anya	anya-bIja
01868	anya	anya-manas
01871	anya	anya-liMga
01898	anyUna	anyUna-aMga
01949	anvi(nvI)ta	anvi(nvI)ta-arTa
01950	anvi(nvI)ta	anvi(nvI)ta-arTa˚vAda
01996	apa	apa-rUpa
02248	apAna	apAna-pavana
02384	aprApta	aprApta-vayas
02391	apriya	apriya-vAdin
02417	abudDi	abudDi-pUrvam
02430	abja	abja-BU
02542	aBinava	aBinava-yOvana
02883	amara	amara-ISa
02890	amara	amara-pati
02926	amAMsa	amAMsa-Odanika
02949	amitra	amitra-GAtin
02981	amfta	amfta-anDas
02987	amfta	amfta-dIDiti
03038	ambikA	ambikA-ISvara
03042	ambu	ambu-kaRwaka
03043	ambu	ambu-kISa
03071	ambu	ambu-vAha
03161	ayAcita	ayAcita-upanata
03201	ayoni	ayoni-jA
03205	ara	ara-Gawwa
03226	araRya	araRya-rAj
03309	arunDatI	arunDatI-jAni
03329	arka	arka-kAntA
03332	arka	arka-jA
03334	arka	arka-nandana
03396	arTa	arTa-kara
03414	arTa	arTa-para
03462	arDa	arDa-kAla
03473	arDa	arDa-nArISa
03484	arDa	arDa-mARava
03492	arDa	arDa-visarga
03550	alakA	alakA-aDipa
03596	alAbu(bU)	alAbu(bU)-pAtra
03624	aloka	aloka-sAmAnya
03796	avani(nI)	avani(nI)-cara
03797	avani(nI)	avani(nI)-ISa
03798	avani(nI)	avani(nI)-maRqala
03799	avani(nI)	avani(nI)-ruh
03800	avani(nI)	avani(nI)-tala
03957	avAntara	avAntara-diS
04052	avyakta	avyakta-mArga
04103	aSAstra	aSAstra-vihita
04131	aSoka	aSoka-taru
04140	aSman	aSman-kuwwa
04141	aSman	aSman-garBa
04143	aSman	aSman-jatu
04179	aSlezA	aSlezA-ja
04191	aSva	aSva-kuSala
04204	aSva	aSva-pa
04210	aSva	aSva-meDika
04221	aSva	aSva-vAra
04229	aSva	aSva-sAda
04242	aSvinI	aSvinI-kumAra
04281	azwan	azwan-SravaRa
04369	asama	asama-izu
04370	asama	asama-nayana
04380	asaMbadDa	asaMbadDa-AlApin
04417	asi	asi-daMzwra
04420	asi	asi-DAva
04421	asi	asi-Denu
04426	asi	asi-putrikA
04434	asita	asita-aSman
04453	asura	asura-aDipa
04457	asura	asura-ripu
04480	asta	asta-acala
04501	astra	astra-kAra
04504	astra	astra-jIva
04507	astra	astra-mArja
04519	asTi	asTi-kft
04524	asTi	asTi-Bakza
04531	asTi	asTi-saMBava
04581	aham	aham-pUrvikA
04599	ahi	ahi-dviz
04616	ahima	ahima-aMSu
04853	AjYA	AjYA-anuga
04857	AjYA	AjYA-pratiGAta
04956	Atman	Atman-banDu
05008	Adi	Adi-kara
05014	Adi	Adi-puruza
05214	ABIra	ABIra-palli
05314	Ayus	Ayus-vedika
05372	Arta	Arta-nAda
05560	ASrama	ASrama-pada
05564	ASraya	ASraya-ASa
05597	Asakta	Asakta-citta
05636	AsTAna	AsTAna-gfha
05714	ikzu	ikzu-matI
05718	ikzu	ikzu-vAwikA
05731	iMgita	iMgita-kovida
05743	iqA(lA)	iqA(lA)-gola
05800	indu	indu-reKA
05805	indra	indra-anuja
05813	indra	indra-gopa
05866	irA	irA-ambara
05886	izu	izu-paTa
06030	uccEs	uccEs-Sravas
06087	uqu	uqu-pati
06102	utaTya	utaTya-anuja
06168	uttama	uttama-fRa
06191	uttara	uttara-ozWa
06203	uttara	uttara-diS˚ISa
06269	utpAta	utpAta-pavana
06334	udaka	udaka-karman
06366	udan	udan-Di˚kanyA
06392	udaya	udaya-acala
06500	udData	udData-manas
06552	udyAna	udyAna-pAla
06843	upari	upari-tana
06938	upasTa	upasTa-dala
07030	uBaya	uBaya-tas˚dat
07049	uraga	uraga-ari
07062	uras	uras-graha
07066	uras	uras-tra
07091	urvI	urvI-ISa
07138	uzA	uzA-pati
07146	uzRa	uzRa-aMSu
07147	uzRa	uzRa-aBigama
07160	uzma	uzma-BAs
07187	Uru	Uru-udBava
07189	Uru	Uru-daGna
07202	UrRa	UrRa-nABa
07209	UrDva(rdDva)	UrDva(rdDva)-kaca
07210	UrDva(rdDva)	UrDva(rdDva)-kaca
07211	UrDva(rdDva)	UrDva(rdDva)-karman
07212	UrDva(rdDva)	UrDva(rdDva)-kAya
07213	UrDva(rdDva)	UrDva(rdDva)-gati
07214	UrDva(rdDva)	UrDva(rdDva)-gati
07215	UrDva(rdDva)	UrDva(rdDva)-caraRa
07216	UrDva(rdDva)	UrDva(rdDva)-caraRa
07217	UrDva(rdDva)	UrDva(rdDva)-jAnu
07218	UrDva(rdDva)	UrDva(rdDva)-dfzwi
07219	UrDva(rdDva)	UrDva(rdDva)-dfzwi
07220	UrDva(rdDva)	UrDva(rdDva)-deha
07221	UrDva(rdDva)	UrDva(rdDva)-pAtana
07222	UrDva(rdDva)	UrDva(rdDva)-pAda
07223	UrDva(rdDva)	UrDva(rdDva)-retas
07224	UrDva(rdDva)	UrDva(rdDva)-retas
07225	UrDva(rdDva)	UrDva(rdDva)-mOhUrtika
07226	UrDva(rdDva)	UrDva(rdDva)-loka
07227	UrDva(rdDva)	UrDva(rdDva)-vAta
07228	UrDva(rdDva)	UrDva(rdDva)-SAyin
07229	UrDva(rdDva)	UrDva(rdDva)-SAyin
07230	UrDva(rdDva)	UrDva(rdDva)-SvAsa
07231	UrDva(rdDva)	UrDva(rdDva)-sTiti
07272	fkza	fkza-rAj
07293	fRa	fRa-apanayana
07298	fRa	fRa-matkuRa
07333	fSya	fSya-ketu
07347	fzya	fzya-ketana
07356	eka	eka-agra
07391	eka	eka-cetas
07397	eka	eka-tama
07398	eka	eka-tara
07406	eka	eka-dfS
07410	eka	eka-Dura
07417	eka	eka-piMga
07420	eka	eka-yazwi
07422	eka	eka-rAj
07429	eka	eka-vAram
07433	eka	eka-veRi
07442	eka	eka-hAyanI
07605	ozaDi(DI)	ozaDi(DI)-garBa
07606	ozaDi(DI)	ozaDi(DI)-ja
07607	ozaDi(DI)	ozaDi(DI)-pati
07608	ozaDi(DI)	ozaDi(DI)-prasTa
07754	kaMsa	kaMsa-ari
07767	kakudmin	kakudmin-kanyA, -sutA
07783	kakza	kakza-SAya
07790	kaMka	kaMka-patra
07810	kaca	kaca-pakza
07864	kawi(wI)	kawi(wI)-tawa
07865	kawi(wI)	kawi(wI)-tra
07866	kawi(wI)	kawi(wI)-proTa
07867	kawi(wI)	kawi(wI)-mAlikA
07868	kawi(wI)	kawi(wI)-rohaka
07869	kawi(wI)	kawi(wI)-SIrzaka
07870	kawi(wI)	kawi(wI)-SfMKalA
07871	kawi(wI)	kawi(wI)-sUtra
07878	kawu	kawu-kIwa
07918	kaRa	kaRa-ada
07931	kaMwaka	kaMwaka-aSana
07981	kaRva	kaRva-duhitf
07990	kati	kati-paya
08054	kadaMba	kadaMba-anila
08055	kadaMba	kadaMba-korakanyAya
08056	kadaMba	kadaMba-vAyu
08064	kadru	kadru-putra
08068	kanaka	kanaka-acala
08071	kanaka	kanaka-kzAra
08072	kanaka	kanaka-daMqa
08104	kaMdarpa	kaMdarpa-muzala
08167	kapAla	kapAla-pARi, -Bft, -mAlin, -Siras
08176	kapi	kapi-ketana
08201	kapota	kapota-pAlikA
08249	kamala	kamala-Bava
08252	kamalA	kamalA-pati, -saKa
08290	kara	kara-kamala
08301	kara	kara-tAla
08302	kara	kara-tAlikA
08313	kara	kara-bAla
08320	kara	kara-vIra
08367	karin	karin-pota
08387	karuRA	karuRA-para
08392	kareRu	kareRu-BU, {{sUta->suta||20260425|Scott Rhodes|https://github.com/sanskrit-lexicon/csl-corrections/issues/164|}}
08416	karRa	karRa-aMdu, -aMdU
08425	karRa	karRa-japa
08450	karRa	karRa-SrAva
08529	karman	karman-BU
08537	karman	karman-SIla
08540	karman	karman-saMnyAsika
08577	kala	kala-kUjikA
08604	kalaSI(sI)	kalaSI(sI)-suta
08615	kalA	kalA-Dara
08627	kali	kali-kAra
08628	kali	kali-druma
08635	kaliMda	kaliMda-kanyA
08637	kaliMda	kaliMda-giri˚jA
08656	kalpa	kalpa-taru
08658	kalpa	kalpa-latA
08674	kalya	kalya-pAla
08678	kalyA	kalyA-pAla
08700	kava(ba)rI	kava(ba)rI-Bara
08718	kavya	kavya-vAh
08727	kaSmIra	kaSmIra-ja
08753	kasturikA	kasturikA-mfga
08770	kAka	kAka-cCada
08779	kAka	kAka-pakza
08782	kAka	kAka-pucCa
08794	kAkali(lI)	kAkali(lI)-rava
08811	kAca	kAca-mala
08826	kAMcI(ci)	kAMcI(ci)-purI
08827	kAMcI(ci)	kAMcI(ci)-pada
08839	kAMqa	kAMqa-pawa
08854	kAtyAyanI	kAtyAyanI-putra
08882	kAMti	kAMti-da
08938	kAma	kAma-kAma
08949	kAma	kAma-cara
08962	kAma	kAma-duGA
08968	kAma	kAma-pati
08980	kAma	kAma-reKA
09072	kArA	kArA-agAra
09156	kAla	kAla-agni
09179	kAla	kAla-karRikA
09188	kAla	kAla-KaMjana
09198	kAla	kAla-Darma
09215	kAla	kAla-rAtri
09224	kAla	kAla-sUtra
09244	kAliMdI	kAliMdI-karzaRa
09296	kASmIra	kASmIra-ja
09312	kAzWa	kAzWa-takza
09362	kim	kim-nara˚ISa
09377	kim	kim-u
09381	kim	kim-kartavyatA
09398	kim	kim-nAmaDeya
09403	kim	kim-paca
09411	kim	kim-vadaMti
09440	kirmIra	kirmIra-jit
09529	ku	ku-brahma
09537	ku	ku-vacas
09573	kuca	kuca-agra
09623	kuwuMba	kuwuMba-kalaha
09624	kuwuMba	kuwuMba-Bara
09625	kuwuMba	kuwuMba-vyApfta
09672	kuMqa	kuMqa-gola
09721	kube(ve)ra	kube(ve)ra-adri
09722	kube(ve)ra	kube(ve)ra-diS
09732	kumAra	kumAra-vAhin
09737	kumArikA	kumArikA-putra
09738	kumArikA	kumArikA-SvaSura
09748	kumuda	kumuda-Akara
09751	kumuda	kumuda-nATa
09754	kumudinI	kumudinI-nAyaka
09760	kuMBa	kuMBa-ja
09782	kuraMga	kuraMga-akzI
09798	kuru	kuru-rAj
09822	kula	kula-acala
09831	kula	kula-utpanna
09836	kula	kula-kanyakA
09841	kula	kula-giri
09843	kula	kula-ja
09849	kula	kula-dIpa
09863	kula	kula-pAli
09872	kula	kula-yozit
09907	kuli(lI)Sa	kuli(lI)Sa-Dara
09908	kuli(lI)Sa	kuli(lI)Sa-nAyaka
09968	kusI(si)da	kusI(si)da-paTa
09969	kusI(si)da	kusI(si)da-vfdDi
09976	kusuma	kusuma-aDipa
09979	kusuma	kusuma-astra
09984	kusuma	kusuma-kArmuka
10002	kuhaka	kuhaka-svana
10011	kuhU	kuhU-kaMWa
10036	kUwa	kUwa-pASa
10056	kUpa	kUpa-aMka
10077	kUrma	kUrma-pfzWa
10089	kUla	kUla-haMqaka
10176	kfta	kfta-hasta
10185	kftti	kftti-vAsa
10187	kfttikA	kfttikA-tanaya
10198	kftrima	kftrima-DUpa
10212	kfpaRa	kfpaRa-DI
10227	kfmi	kfmi-koSa
10229	kfmi	kfmi-ja
10231	kfmi	kfmi-jalaja
10232	kfmi	kfmi-parvata
10266	kfzRa	kfzRa-ayas
10267	kfzRa	kfzRa-aDvan
10285	kfzRa	kfzRa-muKa
10292	kfzRa	kfzRa-SAra
10294	kfzRa	kfzRa-saKa
10350	keli	keli-gfha
10381	keSa	keSa-pakza
10383	keSa	keSa-BU
10392	keSava	keSava-Alaya
10395	keSin	keSin-nizUdana
10399	kesa(Sa)ra	kesa(Sa)ra-acala
10400	kesa(Sa)ra	kesa(Sa)ra-vara
10402	kesa(Sa)rin	kesa(Sa)rin-suta
10409	kEwaBa	kEwaBa-ari
10440	kokila	kokila-AvAsa
10450	kowi(wI)	kowi(wI)-jit
10451	kowi(wI)	kowi(wI)-jyA
10452	kowi(wI)	kowi(wI)-dvaya
10453	kowi(wI)	kowi(wI)-pAtra
10454	kowi(wI)	kowi(wI)-pAla
10455	kowi(wI)	kowi(wI)-veDin
10456	kowi(wI)	kowi(wI)-Sas
10473	kopa	kopa-Akula
10498	koSa(za)	koSa(za)-aDipati
10499	koSa(za)	koSa(za)-agAra
10500	koSa(za)	koSa(za)-kAra
10502	koSa(za)	koSa(za)-gfha
10503	koSa(za)	koSa(za)-caMcu
10504	koSa(za)	koSa(za)-nAyaka
10505	koSa(za)	koSa(za)-pewaka
10506	koSa(za)	koSa(za)-vAsin
10507	koSa(za)	koSa(za)-vfdDi
10508	koSa(za)	koSa(za)-SAyikA
10509	koSa(za)	koSa(za)-sTa
10510	koSa(za)	koSa(za)-sTa
10511	koSa(za)	koSa(za)-hIna
10600	kOSika	kOSika-arAti
10609	kOstuBa	kOstuBa-lakzaRa
10612	krakaca	krakaca-cCada
10613	krakaca	krakaca-pAd
10617	kratu	kratu-druh
10634	krama	krama-anusAra
10635	krama	krama-Agata
10657	kravya	kravya-ad
10690	kriyA	kriyA-vAcaka
10735	kroqa	kroqa-aMka
10746	kroSa	kroSa-tAla
10752	krOMca	krOMca-arAti
10753	krOMca	krOMca-dAraRa
10792	kzaRa	kzaRa-dyuti
10837	kzapA	kzapA-kara
10844	kzamA	kzamA-Buj
10882	kzAra	kzAra-uda
10883	kzAra	kzAra-traya
10885	kzAra	kzAra-BUmi
10899	kziti	kziti-ISa
10909	kziti	kziti-nATa
10951	kzIra	kzIra-abDi˚jA
10955	kzIra	kzIra-uda˚tanayA
10963	kzIra	kzIra-Di
10967	kzIra	kzIra-vAri
11001	kzuD	kzuD-Arta
11002	kzuD	kzuD-kzAma
11003	kzuD	kzuD-pipAsita
11004	kzuD	kzuD-nivftti
11017	kzura	kzura-DAna
11020	kzura	kzura-mardin
11029	kzetra	kzetra-AjIva
11077	kzORi	kzORi-prAcIra
11078	kzORi	kzORi-Buj
11090	kzmA	kzmA-pa
11113	Ka	Ka-ga˚iMdra
11143	Ka	Ka-samutTa
11161	KaMja	KaMja-Kewa
11183	KawvA	KawvA-aMga˚Dara
11185	KawvA	KawvA-Apluta
11202	Kaqga	Kaqga-piDAna
11252	Kara	Kara-aMSu
11254	Kara	Kara-koRa
11256	Kara	Kara-gfha
11257	Kara	Kara-Ras
11291	Karva(rba)	Karva(rba)-SAKa
11367	Kura	Kura-Ras
11402	gagana(Ra)	gagana(Ra)-agra
11403	gagana(Ra)	gagana(Ra)-aMganA
11404	gagana(Ra)	gagana(Ra)-aDvaga
11405	gagana(Ra)	gagana(Ra)-aMbu
11406	gagana(Ra)	gagana(Ra)-ulmuka
11407	gagana(Ra)	gagana(Ra)-kusuma
11408	gagana(Ra)	gagana(Ra)-gati
11411	gagana(Ra)	gagana(Ra)-Dvaja
11412	gagana(Ra)	gagana(Ra)-sad
11413	gagana(Ra)	gagana(Ra)-sad
11414	gagana(Ra)	gagana(Ra)-siMDu
11415	gagana(Ra)	gagana(Ra)-sTa
11416	gagana(Ra)	gagana(Ra)-sparSana
11418	gaMgA	gaMgA-aMbu
11449	gaja	gaja-Anana
11452	gaja	gaja-Ahva
11461	gaja	gaja-daGna
11469	gaja	gaja-baMDanI
11472	gaja	gaja-maMqalikA
11475	gaja	gaja-muKa
11491	gaqa	gaqa-utTa
11506	gaRa	gaRa-aDipa
11513	gaRa	gaRa-ISAna
11525	gaRa	gaRa-nATa
11527	gaRa	gaRa-pa
11540	gaRa	gaRa-hAsa
11566	gaMqa	gaMqa-deSa
11600	gata	gata-asu
11674	gaMDa	gaMDa-iBa
11680	gaMDa	gaMDa-kAlikA
11683	gaMDa	gaMDa-kelikA
11694	gaMDa	gaMDa-nAlikA
11713	gaMDa	gaMDa-muKA
11739	gaMDarva	gaMDarva-nagara
11744	gaMDarva	gaMDarva-hasta
11754	gaBasti	gaBasti-kara
11800	garuqa	garuqa-aMkita
11829	gardaBa	gardaBa-aMqa
11848	garBa	garBa-koSa
11851	garBa	garBa-gfha
11871	garBa	garBa-rUpa
11954	gava	gava-ISa
11999	gAMqiva	gAMqiva-Danvan
12025	gADi	gADi-ja
12026	gADi	gADi-nagara
12060	gArDra	gArDra-pakza
12093	giri	giri-kadaMba
12107	giri	giri-jA˚tanaya
12117	giri	giri-RadI
12118	giri	giri-RadDa
12120	giri	giri-RitaMba
12132	giri	giri-mfd
12151	gila	gila-gila
12234	guRa	guRa-grAhaka
12236	guRa	guRa-traya
12241	guRa	guRa-layanikA
12242	guRa	guRa-vacana
12244	guRa	guRa-vfkza
12275	guda	guda-kIla
12317	guru	guru-talpa
12361	gUQa	gUQa-utpanna
12364	gUQa	gUQa-pAd
12388	gfDra	gfDra-pati
12389	gfDra	gfDra-vAja
12394	gfha	gfha-aDipa
12406	gfha	gfha-kapota
12416	gfha	gfha-ja
12444	gfha	gfha-vAwikA
12493	go	go-kirAwA
12494	go	go-kila
12524	go	go-tra˚sKalana
12531	go	go-duh
12538	go	go-Duma
12545	go	go-nasa
12550	go	go-pa˚aDyakza
12560	go	go-pAlikA
12579	go	go-maya˚Canna
12598	go	go-rAwikA
12601	go	go-lAMgula
12606	go	go-varDana˚Dara
12610	go	go-viz
12625	go	go-zWi
12633	go	go-stanA
12687	gOrI	gOrI-kAMta
12707	graMTa	graMTa-kuwI
12709	graMTa	graMTa-vistara
12713	graMTi	graMTi-cCedaka
12735	graha	graha-ADAra
12763	grAma	grAma-aDikfta
12791	grAma	grAma-yAjaka
12830	grIzma	grIzma-udBavA
12853	Gawa	Gawa-udBava
12856	Gawa	Gawa-kAra
12876	GawI	GawI-graha
12899	Gana	Gana-atyaya
12923	Gana	Gana-vallikA
12942	Garma	Garma-aMbu
12965	GAtin	GAtin-pakzin
12971	GAsa	GAsa-kunda
13008	Gfta	Gfta-anna
13016	Gfta	Gfta-pUra
13022	Gowa	Gowa-ari
13031	Gora	Gora-Akfti
13033	Gora	Gora-rAsana
13061	cakra	cakra-AkAra
13064	cakra	cakra-Ahva
13074	cakra	cakra-jIvaka
13084	cakra	cakra-pAda
13086	cakra	cakra-baMDu
13087	cakra	cakra-vAqa
13143	caMcu	caMcu-Bft
13161	caMqa	caMqa-aMSu
13167	caMqA	caMqA-ISvara
13185	catur	catur-aSra
13247	catur	catur-hAyaRa
13276	caMdana	caMdana-acala
13285	caMdra	caMdra-arDa˚cUqAmaRi
13287	caMdra	caMdra-Atmaja
13309	caMdra	caMdra-cUqa
13322	caMdra	caMdra-reKA
13325	caMdra	caMdra-lohaka
13368	camU	camU-nATa
13394	caraRa	caraRa-amfta
13395	caraRa	caraRa-araviMda
13402	caraRa	caraRa-SuSrUzA
13404	carama	carama-acala
13430	carman	carman-avakartin
13431	carman	carman-kAra
13438	carman	carman-druma
13476	cala	cala-dala
13508	cAwu	cAwu-ullola
13556	cAmara	cAmara-grAha
13558	cAmara	cAmara-puzpa
13571	cAra	cAra-IkzaRa
13572	cAra	cAra-caRa
13590	cAru	cAru-netra
13625	cikura	cikura-uccaya
13664	citta	citta-apahAraka
13669	citta	citta-unnati
13671	citta	citta-ja
13682	citta	citta-viplava
13693	citra	citra-akzI
13717	citra	citra-ga
13727	citra	citra-pawa
13754	citrA	citrA-awIra
13775	cipiwa	cipiwa-nAsa
13785	cira	cira-kAra
13787	cira	cira-kAlika
13801	cira	cira-sUtA
13803	cira	cira-sTa
13824	cIna	cIna-aMSuka
13875	cUqA	cUqA-karaRa
13916	cedi	cedi-pati
13932	cEtya	cEtya-taru
13986	Catra	Catra-Dara
14029	CAga	CAga-raTa
14049	CAyA	CAyA-tanaya
14074	Cidra	Cidra-anusaMDAnin
14083	Cinna	Cinna-masta
14119	jagat	jagat-aMbA
14123	jagat	jagat-Ayu
